Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-54986-80-6,192.168.10.50,80,172.16.0.1,54986,6,7/7/2017 3:59,8584677,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.193518288,0.698919715,1716935.4,3817500.591,8545838,1,0,0.0,0.0,0,0,8549805,2137451.25,4272258.241,8545838,1,0,0,0,0,20,100,0.116486619,0.582433096,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,38839.0,0.0,38839,38839,8545838.0,0.0,8545838,8545838,BENIGN
172.16.0.1-192.168.10.50-64351-80-6,192.168.10.50,80,172.16.0.1,64351,6,7/7/2017 4:14,1767349,7,2,11607,26,4380,0,1658.142857,2117.853979,20,6,13.0,9.899494937,6582.174771,5.092372814,220918.625,624561.333,1766629,3,1767349,294558.1667,721164.5228,1766629,3,49,49.0,0.0,49,49,0,0,0,0,164,40,3.960734411,1.131638403,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,0,1292.555556,1658.142857,13.0,164,0,0,0,0,0,0,7,11607,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-62576-80-6,192.168.10.50,80,172.16.0.1,62576,6,7/7/2017 4:13,100825992,6,10,11607,68,7300,0,1934.5,2863.744245,20,0,6.8,5.006662228,115.7935545,0.15868924,6721732.8,23200000.0,90200000,0,101000000,20200000.0,44500000.0,99700000,192,99700000,11100000.0,29800000.0,90200000,0,0,0,0,0,132,212,0.059508465,0.099180775,0,7300,687.1176471,1861.340239,3464587.485,0,0,0,0,1,1,0,0,1,730.0625,1934.5,6.8,132,0,0,0,0,0,0,6,11607,10,68,229,256,4,20,27860.0,0.0,27860,27860,49800000.0,57000000.0,90200000,9525347,BENIGN
172.16.0.1-192.168.10.50-63816-80-6,172.16.0.1,63816,192.168.10.50,80,6,7/7/2017 4:13,100478080,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,116.0153538,0.129381453,8373173.333,26000000.0,90600000,14,100000000,14400000.0,33800000.0,90600000,212,18405,4601.25,5263.209248,10622,184,0,0,0,0,172,112,0.079619356,0.049762097,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,720.0,0.0,720,720,50200000.0,57000000.0,90600000,9895319,DDoS
192.168.10.3-192.168.10.12-53-31694-17,192.168.10.12,31694,192.168.10.3,53,17,7/7/2017 4:05,184,2,2,64,162,32,32,32.0,0.0,81,81,81.0,0.0,1228260.87,21739.13043,61.33333333,103.6355795,181,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,10869.56522,10869.56522,32,81,51.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,64.5,32.0,81.0,40,0,0,0,0,0,0,2,64,2,162,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-50452-80-6,172.16.0.1,50452,192.168.10.50,80,6,7/7/2017 3:57,1563439,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,7440.648468,5.756540549,195429.875,552302.6212,1562309,2,783,391.5,529.6229791,766,17,1563381,312676.2,698566.0475,1562309,2,0,0,0,0,72,132,1.91884685,3.8376937,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-30035-80-6,192.168.10.50,80,172.16.0.1,30035,6,7/7/2017 4:08,6051883,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.948561795,0.991426966,1210376.6,2700701.309,6041536,3,0,0.0,0.0,0,0,6048836,1512209.0,3019552.632,6041536,3,0,0,0,0,20,100,0.165237828,0.826189138,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,10347.0,0.0,10347,10347,6041536.0,0.0,6041536,6041536,BENIGN
172.16.0.1-192.168.10.50-63174-80-6,192.168.10.50,80,172.16.0.1,63174,6,7/7/2017 4:13,1493934,6,2,11607,26,8760,0,1934.5,3530.471796,20,6,13.0,9.899494937,7786.823247,5.354988908,213419.1429,564237.3037,1492989,2,1493934,298786.8,667579.3858,1492989,2,98,98.0,0.0,98,98,0,0,0,0,144,40,4.016241681,1.338747227,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.15-192.240.115.54-59856-443-6,192.168.10.15,59856,192.240.115.54,443,6,7/7/2017 4:29,536621,11,9,571,5272,198,0,51.90909091,76.82246357,1460,0,585.7777778,674.807524,10888.50418,37.27025219,28243.21053,45046.0065,187297,2,536621,53662.1,55520.26511,187297,3,257247,32155.875,46031.83351,126755,4,0,0,0,0,232,192,20.4986387,16.77161349,0,1460,278.2380952,509.610332,259702.6905,0,0,0,1,0,0,0,0,0,292.15,51.90909091,585.7777778,232,0,0,0,0,0,0,11,571,9,5272,8192,4,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-63920-80-6,192.168.10.50,80,172.16.0.1,63920,6,7/7/2017 4:15,8051840,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,174.4942771,0.869366505,1341973.333,3274752.856,8026522,1,0,0.0,0.0,0,0,8047792,1609558.4,3587198.708,8026522,1,1,0,0,0,20,132,0.124195215,0.74517129,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,25318.0,0.0,25318,25318,8026522.0,0.0,8026522,8026522,BENIGN
172.16.0.1-192.168.10.50-21390-80-6,172.16.0.1,21390,192.168.10.50,80,6,7/7/2017 4:01,96763,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,120159.5651,72.34170086,16127.16667,32829.00829,82350,105,14014,7007.0,8493.766656,13013,1001,96658,32219.33333,43970.05605,82350,186,0,0,0,0,72,92,31.00358608,41.33811478,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-53649-80-6,172.16.0.1,53649,192.168.10.50,80,6,7/7/2017 3:59,3326823,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.214089839,1.202348306,1108941.0,1920013.873,3325982,1,3326823,1108941.0,1920013.873,3325982,1,0,0.0,0.0,0,0,0,0,0,0,80,0,1.202348306,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-64001-80-6,192.168.10.50,80,172.16.0.1,64001,6,7/7/2017 4:05,4053275,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,346.633278,1.726998538,675545.8333,1641351.182,4025895,3,0,0.0,0.0,0,0,4030916,806183.2,1799873.944,4025895,3,1,0,0,0,20,132,0.246714077,1.480284461,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14128-80-6,172.16.0.1,14128,192.168.10.50,80,6,7/7/2017 3:56,906939,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,12826.66199,8.820879905,129562.7143,341796.1677,904682,3,2004,1002.0,1363.301874,1966,38,906879,226719.75,451975.7276,904682,3,0,0,0,0,72,112,3.307829964,5.513049941,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-18962-80-6,172.16.0.1,18962,192.168.10.50,80,6,7/7/2017 3:59,1828423,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2558.396197,6362.313316,4.92227455,228552.875,645986.1782,1827287,2,822,411.0,493.5605333,760,62,1828377,365675.4,817065.7967,1827287,2,0,0,0,0,72,132,1.640758183,3.281516367,0,5840,1163.3,2151.187375,4627607.122,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-52070-80-6,172.16.0.1,52070,192.168.10.50,80,6,7/7/2017 3:58,2695973,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,11.12770788,1.85461798,673993.25,1345981.413,2692965,3,2695973,673993.25,1345981.413,2692965,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.85461798,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-54417-80-6,172.16.0.1,54417,192.168.10.50,80,6,7/7/2017 3:58,71678729,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,162.7121485,0.167413683,6516248.091,18200000.0,60600000,3,71500000,10200000.0,22600000.0,60600000,3,142336,47445.33333,81405.45846,141443,25,0,0,0,0,172,92,0.111609122,0.055804561,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,4999.0,0.0,4999,4999,35800000.0,35100000.0,60600000,10900000,DDoS
157.240.2.25-192.168.10.9-443-9553-6,192.168.10.9,9553,157.240.2.25,443,6,7/7/2017 4:08,118252808,27,38,1092,35373,204,0,40.44444444,63.14472591,2820,0,930.8684211,762.5219597,308.3647705,0.549669823,1847700.125,10300000.0,58900000,2,118000000,4548184.923,15900000.0,58900000,5,118000000,3195020.541,13400000.0,58900000,4,0,0,0,0,600,772,0.228324388,0.321345435,0,2820,552.5,727.9243462,529873.8538,0,0,0,1,0,0,0,0,1,561.0,40.44444444,930.8684211,600,0,0,0,0,0,0,27,1092,38,35373,8192,123,22,20,558480.5,611547.6637,990910,126051,58500000.0,527476.91,58900000,58100000,BENIGN
172.16.0.1-192.168.10.50-64013-80-6,172.16.0.1,64013,192.168.10.50,80,6,7/7/2017 4:15,4608604,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.207650733,0.867941789,1536201.333,2660212.379,4607950,315,4608604,1536201.333,2660212.379,4607950,315,0,0.0,0.0,0,0,0,0,0,0,80,0,0.867941789,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.15-91.215.103.65-59228-80-6,192.168.10.15,59228,91.215.103.65,80,6,7/7/2017 4:11,85,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,141176.4706,23529.41176,85.0,0.0,85,85,85,85.0,0.0,85,85,0,0.0,0.0,0,0,0,0,0,0,40,0,23529.41176,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63546,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-32655-80-6,172.16.0.1,32655,192.168.10.50,80,6,7/7/2017 4:09,8950490,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.351771802,0.558628634,2237622.5,4474410.337,8949238,218,8950490,2237622.5,4474410.337,8949238,218,0,0.0,0.0,0,0,0,0,0,0,100,0,0.558628634,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1252.0,0.0,1252,1252,8949238.0,0.0,8949238,8949238,DDoS
172.16.0.1-192.168.10.50-36817-80-6,172.16.0.1,36817,192.168.10.50,80,6,7/7/2017 4:12,8019816,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.740734201,0.6234557,2004954.0,4007895.585,8016797,0,8019816,2004954.0,4007895.585,8016797,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0.6234557,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3019.0,0.0,3019,3019,8016797.0,0.0,8016797,8016797,DDoS
172.16.0.1-192.168.10.50-60216-80-6,172.16.0.1,60216,192.168.10.50,80,6,7/7/2017 4:03,2040989,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.69875634,2.449792723,510247.25,1019829.273,2039991,3,2040989,510247.25,1019829.273,2039991,3,0,0.0,0.0,0,0,0,0,0,0,100,0,2.449792723,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-64563-80-6,172.16.0.1,64563,192.168.10.50,80,6,7/7/2017 4:14,102074393,9,6,62,11601,20,0,6.888888889,5.30199124,5840,0,1933.5,2201.078258,114.2598027,0.146951645,7291028.071,25300000.0,95000000,4,101000000,12600000.0,33300000.0,95000000,4,1129225,225845.0,492216.3526,1106176,70,0,0,0,0,192,132,0.088170987,0.058780658,0,5840,729.3125,1594.67032,2542973.429,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,1997.0,0.0,1997,1997,50500000.0,63000000.0,95000000,5953805,DDoS
192.168.10.3-192.168.10.5-53-63905-17,192.168.10.5,63905,192.168.10.3,53,17,7/7/2017 3:39,80799,4,2,136,158,34,34,34.0,0.0,79,79,79.0,0.0,3638.658894,74.25834478,16159.8,22107.93502,41113,4,41121,13707.0,23734.29222,41113,4,49,49.0,0.0,49,49,0,0,0,0,80,40,49.50556319,24.75278159,34,79,46.85714286,21.95775164,482.1428571,0,0,0,0,0,0,0,0,0,54.66666667,34.0,79.0,80,0,0,0,0,0,0,4,136,2,158,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61503-17,192.168.10.3,61503,192.168.10.1,53,17,7/7/2017 4:27,30696,1,1,45,77,45,45,45.0,0.0,77,77,77.0,0.0,3974.459213,65.15506906,30696.0,0.0,30696,30696,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.57753453,32.57753453,45,77,55.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,83.5,45.0,77.0,32,0,0,0,0,0,0,1,45,1,77,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
183.79.248.252-192.168.10.17-443-44473-6,192.168.10.17,44473,183.79.248.252,443,6,7/7/2017 3:48,11163496,9,10,1068,947,517,0,118.6666667,213.1366932,648,0,94.7,201.2212989,180.4990121,1.701975797,620194.2222,2333714.905,9959990,4,10600000,1320509.0,3491998.099,9959990,112,11000000,1220295.444,3363065.369,10200000,4,0,0,0,0,296,328,0.806199062,0.895776735,0,648,100.75,197.5153225,39012.30263,0,0,0,1,0,0,0,0,1,106.0526316,118.6666667,94.7,296,0,0,0,0,0,0,9,1068,10,947,29200,32,3,32,604082.0,0.0,604082,604082,9959990.0,0.0,9959990,9959990,BENIGN
172.16.0.1-192.168.10.50-61036-80-6,172.16.0.1,61036,192.168.10.50,80,6,7/7/2017 4:13,7428849,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.038310645,0.673051774,1857212.25,3713084.53,7426839,1,7428849,1857212.25,3713084.53,7426839,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.673051774,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2010.0,0.0,2010,2010,7426839.0,0.0,7426839,7426839,DDoS
172.16.0.1-192.168.10.50-18982-80-6,172.16.0.1,18982,192.168.10.50,80,6,7/7/2017 3:59,17298,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,672158.6311,404.6710602,2883.0,5914.759877,14941,93,16005,8002.5,9944.042664,15034,971,17205,5735.0,9084.52646,16224,371,0,0,0,0,72,92,173.4304544,231.2406059,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-33753-80-6,172.16.0.1,33753,192.168.10.50,80,6,7/7/2017 4:10,296027,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,39276.82272,27.02456195,42289.57143,104777.3772,279525,7,16015,8007.5,11314.41561,16008,7,295967,73991.75,137227.7644,279525,162,0,0,0,0,72,112,10.13421073,16.89035122,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.50-3268-56862-6,192.168.10.50,56862,192.168.10.3,3268,6,7/7/2017 5:02,73298,8,4,1612,288,403,0,201.5,215.412561,72,72,72.0,0.0,25921.5804,163.7152446,6663.454545,14899.92611,42303,3,73298,10471.14286,18073.85691,42527,4,30609,10203.0,17666.05222,30602,3,1,0,0,0,256,128,109.1434964,54.57174821,0,403,177.1538462,188.1479233,35399.64103,0,1,0,0,1,0,0,0,0,191.9166667,201.5,72.0,256,0,0,0,0,0,0,8,1612,4,288,299,2076,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.50-3268-56494-6,192.168.10.50,56494,192.168.10.3,3268,6,7/7/2017 3:40,158,3,3,114,18,57,0,38.0,32.90896534,6,6,6.0,0.0,835443.038,37974.68354,31.6,56.25211107,132,4,158,79.0,106.0660172,154,4,17,8.5,6.363961031,13,4,1,0,0,0,96,60,18987.34177,18987.34177,0,57,27.0,28.14249456,792.0,0,1,0,0,1,0,0,0,1,31.5,38.0,6.0,96,0,0,0,0,0,0,3,114,3,18,299,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.15-204.154.111.105-59413-443-6,192.168.10.15,59413,204.154.111.105,443,6,7/7/2017 4:12,5129757,8,8,921,6027,569,0,115.125,198.0457649,2920,2,753.375,1034.675924,1354.450123,3.119056127,341983.8,1288365.097,4998934,3,130820,18688.57143,16462.90477,38415,186,5096549,728078.4286,1883415.284,4999060,3,0,0,0,0,172,164,1.559528063,1.559528063,0,2920,408.7058824,773.602269,598460.4706,0,0,0,1,0,0,0,0,1,434.25,115.125,753.375,172,0,0,0,0,0,0,8,921,8,6027,8192,31295,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.14-53-56914-17,192.168.10.14,56914,192.168.10.3,53,17,7/7/2017 4:36,48575,4,2,156,110,39,39,39.0,0.0,55,55,55.0,0.0,5476.067936,123.5203294,9715.0,14609.37401,32838,3,32845,10948.33333,18957.00742,32838,3,4,4.0,0.0,4,4,0,0,0,0,104,40,82.34688626,41.17344313,39,55,43.57142857,7.807200584,60.95238095,0,0,0,0,0,0,0,0,0,50.83333333,39.0,55.0,104,0,0,0,0,0,0,4,156,2,110,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.15-53-52078-17,192.168.10.15,52078,192.168.10.3,53,17,7/7/2017 3:51,23901,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,11798.66951,167.3570144,7967.0,13793.18662,23894,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,83.67850718,83.67850718,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,40,0,0,0,0,0,0,2,80,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-59697-80-6,172.16.0.1,59697,192.168.10.50,80,6,7/7/2017 4:01,78465425,8,4,56,11601,20,0,7.0,5.656854249,7215,0,2900.25,3540.00286,148.5622489,0.152933601,7133220.455,22400000.0,74400000,1,78400000,11200000.0,27900000.0,74400000,1,107530,35843.33333,52541.5952,96178,161,0,0,0,0,172,92,0.101955734,0.050977867,0,7215,897.1538462,2250.514898,5064817.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,3918071.0,0.0,3918071,3918071,74400000.0,0.0,74400000,74400000,DDoS
172.16.0.1-192.168.10.50-55224-80-6,172.16.0.1,55224,192.168.10.50,80,6,7/7/2017 4:10,22994,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,1304.68818,217.4480299,5748.5,6566.316192,13996,1,22994,5748.5,6566.316192,13996,1,0,0.0,0.0,0,0,0,0,0,0,100,0,217.4480299,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-50555-80-6,192.168.10.50,80,172.16.0.1,50555,6,7/7/2017 4:07,6609207,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.446946964,0.907824494,1321841.4,2937580.266,6576727,3,0,0.0,0.0,0,0,6593865,1648466.25,3285515.456,6576727,3,0,0,0,0,20,100,0.151304082,0.756520412,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,32480.0,0.0,32480,32480,6576727.0,0.0,6576727,6576727,BENIGN
172.16.0.1-192.168.10.50-49604-80-6,172.16.0.1,49604,192.168.10.50,80,6,7/7/2017 4:05,1257594,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,9245.432151,5.566184317,209599.0,502851.7157,1235917,60,21010,10505.0,13447.75676,20014,996,1257517,419172.3333,707395.0701,1235917,607,0,0,0,0,72,92,2.385507564,3.180676753,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.17-53-49838-17,192.168.10.17,49838,192.168.10.3,53,17,7/7/2017 3:37,305797,2,2,66,364,33,33,33.0,0.0,182,182,182.0,0.0,1406.161604,13.08057306,101932.3333,176547.6501,305792,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,80,40,6.54028653,6.54028653,33,182,92.6,81.61066107,6660.3,0,0,0,0,0,0,0,0,1,115.75,33.0,182.0,80,0,0,0,0,0,0,2,66,2,364,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61015-17,192.168.10.3,61015,192.168.10.1,53,17,7/7/2017 3:56,602518,2,2,89,258,49,40,44.5,6.363961031,133,125,129.0,5.656854249,575.9164042,6.638805812,200839.3333,194426.134,408697,23440,579078,579078.0,0.0,579078,579078,432137,432137.0,0.0,432137,432137,0,0,0,0,52,52,3.319402906,3.319402906,40,133,77.4,47.33180749,2240.3,0,0,0,0,0,0,0,0,1,96.75,44.5,129.0,52,0,0,0,0,0,0,2,89,2,258,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-51167-80-6,172.16.0.1,51167,192.168.10.50,80,6,7/7/2017 3:57,9687578,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.09674926,0.516124877,2421894.5,4842562.34,9685738,269,9687578,2421894.5,4842562.34,9685738,269,0,0.0,0.0,0,0,0,0,0,0,100,0,0.516124877,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1840.0,0.0,1840,1840,9685738.0,0.0,9685738,9685738,DDoS
192.168.10.3-192.168.10.14-53-62458-17,192.168.10.14,62458,192.168.10.3,53,17,7/7/2017 3:45,382,2,2,82,152,41,41,41.0,0.0,76,76,76.0,0.0,612565.445,10471.20419,127.3333333,214.4862078,375,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,5235.602094,5235.602094,41,76,55.0,19.17028951,367.5,0,0,0,0,0,0,0,0,1,68.75,41.0,76.0,64,0,0,0,0,0,0,2,82,2,152,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
